id,age,income,educ,gender,vacc_b,treat,vacc_e,missing
1513,58,4,2,1,3,1,4,0
1514,67,8,2,0,3,0,5,0
1515,70,3,2,0,3,2,3,0
1516,82,7,3,1,2,2,2,0
1517,47,4,2,0,3,2,5,0
1518,39,6,2,1,3,0,2,0
1519,35,5,3,0,4,0,3,0
1520,39,1,2,1,1,2,1,0
1521,28,7,2,0,5,0,5,0
1522,30,8,2,0,1,0,1,0
1523,72,7,2,0,2,0,3,0
1524,79,6,1,0,4,2,4,0
1525,25,3,3,1,4,2,5,0
1526,41,1,2,1,1,1,1,0
1527,37,8,2,0,5,2,5,0
1528,25,7,1,0,2,2,3,0
1529,23,2,2,1,3,1,3,0
1530,76,9,3,0,4,0,5,0
1531,55,7,2,0,2,0,1,0
1532,45,3,3,1,3,0,5,0
1533,74,8,3,0,3,2,3,0
1534,58,5,3,1,5,0,5,0
1535,44,3,3,1,5,1,NA,1
1536,61,1,3,0,4,0,NA,1
1537,65,2,3,0,5,0,NA,1
1538,78,3,2,0,1,1,2,0
1539,18,5,2,0,4,2,5,0
1540,59,9,3,1,3,1,4,0
1541,52,2,2,0,4,0,NA,1
1542,52,5,1,1,1,2,1,0
1543,44,7,2,1,3,0,3,0
1544,32,5,2,0,5,2,5,0
1545,15,2,3,0,2,1,3,0
1546,85,7,2,0,3,2,4,0
1547,47,5,3,0,1,1,2,0
1548,63,9,2,1,3,2,4,0
1549,72,6,2,1,2,0,3,0
1550,54,5,2,1,3,1,4,0
1551,74,8,2,0,4,1,4,0
1552,20,1,2,1,5,1,5,0
1553,48,6,3,0,5,2,5,0
1554,52,8,2,1,2,2,4,0
1555,18,7,3,1,3,1,4,0
1556,78,6,2,1,1,0,1,0
1557,45,2,1,1,5,0,5,0
1558,37,6,3,1,3,0,2,0
1559,39,5,2,0,5,2,5,0
1560,29,9,2,0,4,1,4,0
1561,72,8,3,1,4,0,3,0
1562,57,3,2,0,2,0,4,0
1563,79,7,2,1,5,2,5,0
1564,38,9,1,1,1,1,2,0
1565,72,1,3,1,3,2,3,0
1566,60,1,3,1,3,0,3,0
1567,73,3,2,0,3,1,4,0
1568,83,6,2,0,4,2,5,0
1569,74,7,2,1,3,1,4,0
1570,68,1,2,0,1,1,3,0
1571,85,1,2,1,3,0,4,0
1572,77,6,3,1,2,1,NA,1
1573,34,5,2,0,2,2,2,0
1574,41,2,2,1,3,1,3,0
1575,18,8,2,1,3,2,4,0
1576,28,5,2,1,1,2,1,0
1577,35,6,2,1,2,1,2,0
1578,53,7,2,1,3,2,3,0
1579,28,1,2,1,3,0,NA,1
1580,54,6,2,1,1,1,1,0
1581,48,8,2,0,3,2,3,0
1582,25,6,2,0,3,2,NA,1
1583,61,5,2,1,1,2,NA,1
1584,21,6,3,0,5,2,5,0
1585,65,3,2,0,5,1,5,0
1586,53,5,3,0,3,2,4,0
1587,77,9,2,1,1,2,2,0
1588,46,2,3,0,5,1,5,0
1589,51,9,2,0,2,1,2,0
1590,49,1,2,1,4,1,5,0
1591,58,2,2,1,4,2,4,0
1592,32,5,2,1,3,0,4,0
1593,29,5,2,1,4,1,NA,1
1594,58,6,3,0,5,0,5,0
1595,20,9,3,0,3,2,4,0
1596,66,3,3,0,4,2,NA,1
1597,67,7,2,0,2,1,3,0
1598,27,5,1,0,2,2,2,0
1599,21,3,2,1,2,0,3,0
1600,85,5,3,0,5,2,5,0
1601,59,6,3,1,2,1,3,0
1602,69,2,2,1,4,2,5,0
1603,36,3,2,1,3,1,5,0
1604,74,1,1,0,2,1,3,0
1605,27,8,2,0,2,0,2,0
1606,59,8,2,0,5,0,5,0
1607,53,6,2,1,4,1,4,0
1608,64,4,2,0,5,0,5,0
1609,79,4,2,0,2,2,3,0
1610,38,9,2,1,5,0,5,0
1611,64,7,2,1,5,0,5,0
1612,67,7,1,1,4,1,5,0
1613,23,4,3,1,5,1,5,0
1614,67,2,2,1,1,0,2,0
1615,72,7,2,1,4,2,NA,1
1616,64,5,2,1,5,1,5,0
1617,48,4,3,1,4,0,4,0
1618,55,9,2,0,4,1,5,0
1619,53,7,2,0,3,0,5,0
1620,71,5,2,0,1,1,NA,1
1621,29,4,3,1,5,1,5,0
1622,31,6,2,0,1,2,1,0
1623,20,7,1,1,4,2,5,0
1624,33,1,2,0,5,2,4,0
1625,32,7,3,0,1,1,2,0
1626,21,9,2,0,5,2,5,0
1627,62,1,2,1,2,2,3,0
1628,38,9,2,0,2,1,3,0
1629,31,2,2,1,1,0,1,0
1630,61,5,1,1,5,1,5,0
1631,84,5,2,0,4,0,NA,1
1632,37,9,2,0,5,1,5,0
1633,85,5,2,0,3,0,4,0
1634,33,2,2,1,4,2,5,0
1635,52,7,1,0,5,1,NA,1
1636,34,5,1,1,5,1,5,0
1637,36,8,2,1,1,2,1,0
1638,48,8,2,1,4,1,NA,1
1639,39,2,2,0,3,0,3,0
1640,77,8,3,0,5,2,5,0
1641,22,5,2,0,2,2,2,0
1642,44,6,2,0,5,1,5,0
1643,54,7,2,0,2,2,3,0
1644,53,8,1,0,2,2,2,0
1645,74,6,2,0,1,2,1,0
1646,43,4,2,1,4,1,5,0
1647,51,6,2,1,3,1,3,0
1648,51,3,2,1,2,0,1,0
1649,22,9,3,0,4,1,4,0
1650,55,6,2,0,3,2,5,0
1651,47,7,3,0,5,0,5,0
1652,83,1,2,0,4,0,4,0
1653,46,2,2,0,2,1,3,0
1654,38,5,2,1,4,0,3,0
1655,81,9,2,0,1,0,2,0
1656,46,9,3,0,5,1,5,0
1657,84,3,2,0,4,1,NA,1
1658,61,3,2,1,1,1,2,0
1659,39,8,2,0,2,0,4,0
1660,17,4,3,0,1,1,NA,1
1661,47,9,2,0,3,0,5,0
1662,25,3,2,0,2,2,3,0
1663,36,2,2,1,4,1,5,0
1664,59,1,3,1,5,2,5,0
1665,33,5,2,0,2,2,2,0
1666,75,2,3,0,1,0,4,0
1667,81,4,3,0,1,2,2,0
1668,62,8,2,1,3,0,4,0
1669,52,3,3,1,3,0,3,0
1670,81,4,2,1,2,1,3,0
1671,74,4,2,1,4,0,4,0
1672,85,4,3,0,3,1,3,0
1673,29,4,3,0,4,0,5,0
1674,47,8,2,0,4,2,4,0
1675,38,5,2,0,3,2,5,0
1676,19,7,3,0,2,1,3,0
1677,32,4,3,1,5,2,5,0
1678,30,5,3,1,5,1,5,0
1679,17,6,3,1,3,0,2,0
1680,62,4,2,1,1,0,1,0
1681,67,6,2,0,5,0,4,0
1682,73,1,2,0,3,1,5,0
1683,75,8,2,0,5,2,NA,1
1684,50,8,2,1,1,0,2,0
1685,79,5,3,0,4,1,5,0
1686,49,7,2,0,3,1,3,0
1687,31,1,2,1,2,2,2,0
1688,43,4,3,1,2,2,NA,1
1689,80,6,2,0,4,0,5,0
1690,56,5,2,1,5,2,4,0
1691,25,3,2,0,2,1,2,0
1692,47,3,2,1,4,0,4,0
1693,32,5,2,1,3,1,4,0
1694,53,6,3,1,3,2,2,0
1695,72,9,3,1,2,0,2,0
1696,72,2,3,0,1,2,1,0
1697,75,7,2,0,4,0,5,0
1698,22,5,3,1,5,2,NA,1
1699,35,8,3,1,2,1,3,0
1700,64,4,2,1,5,2,NA,1
1701,76,2,3,0,2,2,2,0
1702,59,5,3,0,2,1,2,0
1703,84,7,2,0,3,2,2,0
1704,82,2,2,1,1,1,1,0
1705,68,9,2,0,1,0,1,0
1706,47,5,2,1,3,2,5,0
1707,44,9,3,0,3,2,4,0
1708,75,7,2,0,5,2,5,0
1709,27,7,2,0,3,1,4,0
1710,57,7,2,0,4,0,4,0
1711,61,7,2,1,5,1,5,0
1712,39,5,1,0,1,0,NA,1
1713,26,4,2,1,3,0,NA,1
1714,71,6,2,0,2,1,3,0
1715,26,7,3,0,3,2,5,0
1716,22,2,2,0,3,2,5,0
1717,24,7,2,0,5,1,5,0
1718,42,3,3,1,4,0,5,0
1719,81,7,3,1,2,1,3,0
1720,84,5,2,0,1,1,1,0
1721,19,8,2,0,2,2,2,0
1722,69,5,3,0,5,1,5,0
1723,76,7,3,1,1,1,2,0
1724,70,8,2,0,1,2,1,0
1725,57,9,2,1,2,0,4,0
1726,84,6,2,1,4,1,4,0
1727,27,6,3,1,1,0,2,0
1728,15,1,2,0,2,0,3,0
1729,17,5,1,0,2,0,2,0
1730,47,5,2,1,2,2,2,0
1731,22,7,2,0,3,2,3,0
1732,82,7,3,0,2,0,2,0
1733,23,9,3,1,2,0,3,0
1734,82,6,3,0,2,1,NA,1
1735,40,6,2,0,5,1,5,0
1736,33,4,3,1,3,0,3,0
1737,53,7,2,1,2,2,1,0
1738,34,5,3,1,4,1,NA,1
1739,60,6,2,1,5,1,5,0
1740,51,7,1,1,4,2,4,0
1741,28,6,2,1,4,0,5,0
1742,40,9,2,1,1,2,1,0
1743,70,7,2,1,5,2,4,0
1744,27,6,2,0,4,2,4,0
1745,37,5,2,0,5,0,5,0
1746,27,5,1,0,2,2,4,0
1747,53,5,2,0,3,2,2,0
1748,50,4,3,0,5,2,3,0
1749,63,7,1,0,5,1,5,0
1750,23,9,3,0,3,0,3,0
1751,39,5,1,0,4,0,5,0
1752,85,1,3,1,2,2,2,0
1753,17,2,2,0,3,0,4,0
1754,69,6,2,0,1,2,1,0
1755,34,7,2,0,1,1,NA,1
1756,82,5,2,0,4,1,5,0
1757,59,6,3,1,5,0,5,0
1758,67,9,3,0,4,2,4,0
1759,29,1,1,0,5,1,5,0
1760,67,4,2,1,4,1,5,0
1761,58,6,2,1,2,1,4,0
1762,72,9,3,0,5,2,5,0
1763,36,9,3,0,3,0,3,0
1764,61,1,2,0,4,2,3,0
1765,32,1,2,1,3,1,NA,1
1766,83,8,2,0,4,0,5,0
1767,39,9,2,1,5,0,3,0
1768,60,2,3,1,4,1,5,0
1769,60,2,2,0,4,0,5,0
1770,20,5,2,0,5,1,NA,1
1771,67,1,2,0,3,2,3,0
1772,71,9,2,0,5,2,5,0
1773,63,5,2,1,5,1,5,0
1774,29,6,2,0,1,2,1,0
1775,70,4,2,0,4,1,5,0
1776,64,5,2,1,1,0,1,0
1777,22,5,3,0,1,2,3,0
1778,21,5,3,0,5,2,3,0
1779,72,9,2,1,3,1,4,0
1780,41,1,2,1,1,1,2,0
1781,46,5,2,1,3,2,4,0
1782,68,5,2,1,1,0,1,0
1783,27,8,3,0,1,2,3,0
1784,56,7,2,1,3,2,4,0
1785,74,7,3,0,2,0,1,0
1786,24,3,2,0,3,2,4,0
1787,20,6,3,1,5,0,5,0
1788,25,8,1,1,4,0,5,0
1789,42,9,3,0,4,1,5,0
1790,58,4,2,1,1,1,1,0
1791,29,2,2,0,5,0,5,0
1792,18,5,3,0,2,1,4,0
1793,42,7,2,1,1,2,2,0
1794,29,4,3,0,2,1,2,0
1795,43,8,2,0,3,2,2,0
1796,24,5,2,0,1,1,2,0
1797,63,7,2,1,3,0,3,0
1798,78,9,3,0,5,1,5,0
1799,45,2,2,0,5,2,5,0
1800,62,8,2,0,3,0,2,0
1801,40,1,1,0,5,0,5,0
1802,19,3,2,0,4,0,5,0
1803,27,8,1,1,2,2,2,0
1804,19,9,3,1,4,1,5,0
1805,54,9,3,0,3,1,4,0
1806,32,7,2,1,5,2,5,0
1807,55,5,2,0,3,2,3,0
1808,77,4,2,1,4,2,5,0
1809,67,3,3,0,4,0,3,0
1810,24,5,3,1,2,1,4,0
1811,39,9,2,1,4,0,5,0
1812,30,9,3,0,5,2,5,0
1813,35,6,2,1,2,2,3,0
1814,34,8,1,0,4,1,5,0
1815,16,3,2,1,1,0,1,0
1816,45,9,3,0,1,1,3,0
1817,42,7,3,0,2,2,2,0
1818,82,9,2,1,2,2,3,0
1819,27,8,2,0,3,2,5,0
1820,48,3,3,0,5,0,5,0
1821,43,1,2,1,2,0,1,0
1822,71,6,3,0,2,0,2,0
1823,16,7,1,1,2,2,3,0
1824,57,8,2,1,5,0,4,0
1825,51,5,2,0,2,2,3,0
1826,40,1,2,1,1,2,2,0
1827,46,7,2,1,2,1,NA,1
1828,41,9,3,0,2,0,1,0
1829,79,5,2,1,2,1,3,0
1830,39,6,2,0,1,2,2,0
1831,26,1,2,1,1,1,2,0
1832,61,7,2,1,1,1,1,0
1833,38,4,2,1,3,1,3,0
1834,74,5,2,1,2,0,1,0
1835,53,5,2,0,3,2,3,0
1836,22,3,2,1,2,1,2,0
1837,49,8,3,0,5,2,4,0
1838,40,6,2,0,5,0,5,0
1839,30,4,3,1,4,2,4,0
1840,39,7,2,0,2,1,3,0
1841,49,3,3,1,2,0,3,0
1842,53,6,2,1,1,0,1,0
1843,16,7,3,1,2,1,2,0
1844,29,7,2,1,5,0,5,0
1845,47,4,2,1,4,1,5,0
1846,68,1,2,1,3,0,4,0
1847,69,7,2,0,3,1,3,0
1848,74,7,2,0,2,1,3,0
1849,70,6,2,0,2,2,4,0
1850,22,6,2,1,5,2,5,0
1851,32,7,3,1,1,2,2,0
1852,55,9,2,1,4,2,4,0
1853,66,2,2,0,2,2,1,0
1854,58,4,3,1,5,0,5,0
1855,20,5,1,1,5,0,5,0
1856,31,6,3,0,4,0,4,0
1857,64,4,2,1,2,0,2,0
1858,22,7,2,0,5,2,5,0
1859,30,4,2,0,1,0,4,0
1860,51,1,3,1,3,2,5,0
1861,73,5,2,1,1,0,1,0
1862,32,5,3,1,2,0,1,0
1863,38,1,3,1,3,1,NA,1
1864,42,6,3,0,4,0,5,0
1865,73,4,3,0,2,2,NA,1
1866,44,9,3,1,3,2,2,0
1867,31,9,2,1,3,0,3,0
1868,85,5,2,0,3,2,NA,1
1869,46,4,2,0,4,1,5,0
1870,77,5,3,0,3,1,3,0
1871,47,5,2,1,1,0,NA,1
1872,62,6,1,1,1,2,2,0
1873,27,9,3,1,4,0,5,0
1874,58,4,3,0,4,0,5,0
1875,41,1,3,0,3,1,4,0
1876,38,1,2,1,4,0,5,0
1877,41,9,2,1,1,2,1,0
1878,21,6,2,1,5,2,5,0
1879,32,2,1,0,2,0,2,0
1880,38,4,2,1,3,2,4,0
1881,55,4,1,1,4,2,NA,1
1882,42,7,2,1,2,1,2,0
1883,68,7,2,1,5,1,5,0
1884,39,9,1,0,1,1,2,0
1885,21,9,3,1,3,1,4,0
1886,42,9,3,1,4,1,5,0
1887,79,5,2,1,4,1,5,0
1888,67,2,3,0,4,1,NA,1
1889,24,9,3,0,2,2,4,0
1890,27,6,2,0,5,2,5,0
1891,79,7,2,1,4,0,5,0
1892,54,7,3,0,4,2,4,0
1893,55,5,3,1,2,1,3,0
1894,46,7,2,0,3,0,NA,1
1895,25,5,2,0,1,2,1,0
1896,85,5,2,0,5,2,5,0
1897,32,2,2,0,4,2,4,0
1898,57,9,3,0,5,2,5,0
1899,26,5,3,1,3,2,3,0
1900,21,3,2,1,5,0,5,0
1901,62,1,3,0,2,2,1,0
1902,63,9,2,0,2,1,3,0
1903,75,4,2,1,2,1,2,0
1904,68,3,3,0,2,0,2,0
1905,60,5,3,0,3,2,4,0
1906,36,5,1,0,5,2,5,0
1907,85,7,2,0,4,1,4,0
1908,69,9,2,0,3,2,NA,1
1909,35,7,3,1,4,2,5,0
1910,41,5,2,0,2,2,2,0
1911,29,2,2,1,5,1,5,0
1912,58,4,3,1,2,1,3,0
1913,72,4,2,0,1,1,2,0
1914,17,9,2,1,1,1,2,0
1915,16,8,2,1,1,0,3,0
1916,83,9,3,1,2,0,NA,1
1917,75,7,2,1,4,0,NA,1
1918,45,9,3,0,3,1,4,0
1919,49,3,2,1,1,1,1,0
1920,80,9,2,1,1,0,1,0
1921,54,8,2,0,2,2,4,0
1922,15,5,3,1,5,2,5,0
1923,57,6,2,1,2,2,2,0
1924,30,4,2,0,3,0,3,0
1925,37,7,2,1,4,0,3,0
1926,44,7,2,0,1,1,1,0
1927,54,5,2,1,2,0,3,0
1928,27,9,3,0,1,0,1,0
1929,49,5,1,0,3,2,3,0
1930,23,1,2,1,3,2,4,0
1931,40,7,2,0,5,1,5,0
1932,43,9,2,1,1,2,2,0
1933,47,8,2,1,5,2,5,0
1934,31,8,3,1,5,1,NA,1
1935,26,1,2,1,1,0,1,0
1936,22,8,3,0,3,1,4,0
1937,39,8,1,0,1,2,2,0
1938,33,9,3,1,1,2,1,0
1939,64,7,3,1,4,1,5,0
1940,79,8,2,1,5,1,5,0
1941,85,7,2,1,1,2,2,0
1942,45,6,1,1,2,0,1,0
1943,76,6,2,0,3,0,3,0
1944,73,8,3,0,1,1,2,0
1945,17,9,3,1,3,0,1,0
1946,83,5,2,0,5,0,3,0
1947,37,7,2,0,5,1,5,0
1948,63,8,2,1,2,1,2,0
1949,76,7,2,1,5,2,5,0
1950,37,9,3,0,3,2,3,0
1951,20,4,2,1,5,0,5,0
1952,54,7,3,0,2,2,3,0
1953,47,9,2,0,5,0,4,0
1954,47,6,2,0,1,0,1,0
1955,80,6,3,0,1,0,1,0
1956,17,3,3,1,5,0,NA,1
1957,39,1,3,1,5,0,5,0
1958,49,4,3,0,3,1,4,0
1959,69,8,2,0,5,1,5,0
1960,68,7,2,0,2,1,4,0
1961,28,4,2,0,5,2,5,0
1962,34,8,2,1,4,1,5,0
1963,52,1,2,0,5,1,NA,1
1964,35,3,3,0,5,0,5,0
1965,20,9,3,0,4,0,5,0
1966,63,8,2,1,5,2,5,0
1967,61,7,3,0,5,0,5,0
1968,32,9,3,1,5,2,NA,1
1969,15,5,2,1,1,2,1,0
1970,44,7,2,0,3,0,3,0
1971,19,4,2,1,2,1,2,0
1972,73,1,3,0,1,2,1,0
1973,51,4,2,0,3,0,4,0
1974,84,6,2,1,5,1,5,0
1975,59,7,3,1,2,1,3,0
1976,63,2,3,0,5,0,4,0
1977,41,5,2,1,3,1,4,0
1978,45,3,2,0,5,0,5,0
1979,42,9,2,1,3,1,4,0
1980,78,5,3,1,4,2,5,0
1981,29,7,3,0,1,2,2,0
1982,58,9,2,1,4,2,5,0
1983,46,5,2,1,2,1,2,0
1984,43,7,2,1,3,0,5,0
1985,51,9,3,0,4,2,NA,1
1986,77,5,2,1,1,1,1,0
1987,30,7,3,0,3,2,3,0
1988,43,3,2,1,3,0,3,0
1989,64,1,3,1,3,0,NA,1
1990,42,5,2,1,5,2,5,0
1991,17,5,2,0,4,0,5,0
1992,35,5,2,0,2,1,3,0
1993,50,2,2,0,3,0,4,0
1994,32,4,2,0,5,2,5,0
1995,23,5,2,1,2,2,2,0
1996,36,7,2,0,4,1,5,0
1997,83,5,2,0,3,0,4,0
1998,44,9,2,1,5,1,5,0
1999,74,7,3,0,5,0,5,0
2000,77,9,3,0,2,2,2,0
2001,47,9,3,0,5,2,5,0
2002,56,5,2,0,3,1,4,0
2003,74,9,2,0,5,1,NA,1
2004,50,4,2,1,3,2,4,0
2005,61,6,3,0,1,0,1,0
2006,46,2,1,1,3,2,4,0
2007,75,9,3,0,4,1,3,0
2008,21,8,3,1,1,2,1,0
2009,61,1,1,0,4,2,5,0
2010,71,1,1,0,1,1,2,0
2011,60,3,2,0,5,2,4,0
2012,60,9,2,0,4,1,5,0
2013,45,6,3,1,1,1,2,0
2014,34,7,2,1,1,1,2,0
2015,19,1,2,1,2,0,1,0
2016,66,5,3,0,2,1,3,0
2017,25,9,1,1,4,0,5,0
2018,55,3,2,0,3,0,NA,1
2019,49,7,2,1,3,0,4,0
2020,38,4,2,0,5,0,5,0
2021,68,4,2,0,4,0,4,0
2022,41,4,2,1,2,0,3,0
2023,41,7,1,1,5,1,5,0
2024,31,7,3,0,1,2,NA,1
2025,47,8,3,1,2,0,4,0
2026,54,5,3,1,2,1,3,0
2027,69,6,3,1,3,2,3,0
2028,17,5,2,0,4,1,5,0
2029,43,2,2,1,4,0,5,0
2030,19,9,3,1,4,1,NA,1
2031,38,9,3,1,3,2,3,0
2032,31,9,3,1,5,0,5,0
2033,71,9,2,1,1,2,2,0
2034,85,8,3,0,4,2,5,0
2035,33,9,2,0,3,1,4,0
2036,81,5,3,0,1,1,2,0
2037,33,5,3,1,5,0,4,0
2038,58,5,1,1,3,2,4,0
2039,82,6,2,1,1,1,NA,1
2040,48,8,2,1,4,2,4,0
2041,34,7,3,0,2,1,2,0
2042,32,8,3,0,5,2,NA,1
2043,35,5,3,0,5,2,5,0
2044,76,9,2,1,2,1,2,0
2045,19,4,2,0,5,0,4,0
2046,75,3,3,0,4,2,5,0
2047,38,5,2,1,2,0,3,0
2048,65,5,2,0,3,1,3,0
2049,24,6,2,0,5,1,5,0
2050,15,4,3,0,3,2,3,0
2051,62,3,1,0,2,0,2,0
2052,31,6,3,1,1,2,1,0
2053,83,4,3,1,3,1,4,0
2054,20,4,2,0,3,0,3,0
2055,20,7,3,0,1,0,2,0
2056,70,7,1,0,3,0,3,0
2057,36,2,3,1,5,2,5,0
2058,71,6,2,1,4,2,4,0
2059,70,8,2,1,2,2,4,0
2060,15,7,2,0,1,0,2,0
2061,45,8,3,1,3,2,4,0
2062,62,1,2,1,4,1,5,0
2063,65,9,3,1,1,2,1,0
2064,48,6,2,1,2,2,NA,1
2065,75,9,2,1,5,1,5,0
2066,19,7,2,0,3,0,NA,1
2067,15,7,2,0,5,0,5,0
2068,54,5,3,0,2,2,3,0
2069,71,3,1,0,4,0,4,0
2070,63,1,3,0,2,2,3,0
2071,21,6,2,1,2,1,3,0
2072,33,7,3,0,5,2,5,0
2073,39,6,2,0,3,0,2,0
2074,68,3,2,1,4,2,5,0
2075,85,2,2,0,5,0,5,0
2076,53,7,3,0,2,2,1,0
2077,73,9,3,1,2,0,3,0
2078,40,4,2,1,3,0,2,0
2079,65,7,3,1,4,1,4,0
2080,52,9,2,0,5,1,NA,1
2081,63,7,2,1,5,1,5,0
2082,34,2,3,1,5,1,5,0
2083,70,5,1,0,3,2,3,0
2084,20,5,2,0,2,2,3,0
2085,17,2,2,0,5,0,5,0
2086,56,1,3,0,2,0,2,0
2087,28,6,2,0,4,1,5,0
2088,79,5,2,0,4,0,3,0
2089,57,3,1,0,4,1,NA,1
2090,16,7,2,1,5,0,5,0
2091,17,6,2,0,2,1,NA,1
2092,35,8,3,1,2,2,NA,1
2093,59,2,2,0,3,0,4,0
2094,85,2,2,1,3,0,3,0
2095,81,9,2,0,5,0,5,0
2096,79,4,2,0,2,0,3,0
2097,43,4,3,0,2,1,3,0
2098,35,1,2,1,4,1,5,0
2099,62,3,1,0,4,2,5,0
2100,79,5,3,1,1,1,2,0
2101,83,3,2,1,5,0,4,0
2102,61,6,1,1,4,1,5,0
2103,84,5,1,1,4,2,3,0
2104,21,5,3,0,4,0,5,0
2105,23,1,2,1,4,0,5,0
2106,79,7,2,1,4,1,5,0
2107,61,9,2,1,3,0,4,0
2108,22,1,2,1,2,2,3,0
2109,83,7,2,1,1,0,3,0
2110,17,8,3,1,2,0,1,0
2111,34,5,2,1,4,2,5,0
2112,67,9,3,0,4,1,4,0
2113,79,9,2,1,2,2,3,0
2114,21,2,3,1,5,0,5,0
2115,27,7,2,1,3,0,2,0
2116,58,4,3,1,2,0,3,0
2117,78,6,2,0,5,1,5,0
2118,26,6,2,0,1,0,2,0
2119,49,5,1,0,2,0,2,0
2120,23,9,2,1,1,2,1,0
2121,44,8,3,1,2,0,3,0
2122,35,6,2,0,1,1,NA,1
2123,59,1,2,0,3,2,4,0
2124,77,5,3,0,2,2,2,0
2125,85,7,2,1,1,2,1,0
2126,85,5,2,1,1,1,2,0
2127,33,4,2,1,2,0,4,0
2128,77,5,3,0,5,0,5,0
2129,35,5,1,0,3,0,4,0
2130,81,3,2,0,2,1,2,0
2131,17,9,2,0,1,1,2,0
2132,83,9,1,0,5,0,5,0
2133,84,2,2,1,3,2,3,0
2134,70,5,3,1,3,1,5,0
2135,20,7,2,1,4,2,4,0
2136,39,1,2,1,5,0,NA,1
2137,34,4,2,0,2,1,3,0
2138,39,8,2,1,2,2,3,0
2139,67,4,3,1,1,0,2,0
2140,82,9,2,1,3,1,3,0
2141,61,9,3,1,5,1,5,0
2142,22,2,3,1,4,1,5,0
2143,53,1,2,1,1,0,1,0
2144,66,7,3,0,1,2,1,0
2145,23,5,2,1,5,0,5,0
2146,73,3,2,1,2,2,3,0
2147,53,5,2,1,1,2,3,0
2148,25,6,3,1,3,1,3,0
2149,40,6,3,1,2,0,NA,1
2150,62,7,3,1,5,0,5,0
2151,51,3,2,0,1,1,2,0
2152,69,4,2,0,1,1,2,0
2153,75,7,2,1,5,2,5,0
2154,45,1,3,1,2,1,2,0
2155,31,5,2,0,5,0,5,0
2156,16,6,2,1,2,2,1,0
2157,78,3,2,1,5,2,5,0
2158,75,4,2,1,1,0,1,0
2159,25,3,3,1,2,2,3,0
2160,63,1,2,1,5,2,5,0
2161,32,9,2,1,5,2,4,0
2162,39,3,3,1,1,0,1,0
2163,24,7,2,1,5,2,5,0
2164,24,5,2,1,5,0,NA,1
2165,48,3,3,0,4,2,5,0
2166,24,6,2,0,3,1,4,0
2167,84,6,2,1,3,1,4,0
2168,42,7,2,0,3,2,4,0
2169,26,9,1,1,4,0,5,0
2170,77,8,2,1,5,0,5,0
2171,80,8,3,0,5,2,4,0
2172,67,5,3,1,3,0,NA,1
2173,21,8,3,1,1,1,2,0
2174,30,1,3,0,4,0,3,0
2175,47,6,2,1,4,2,3,0
2176,53,7,2,0,4,0,4,0
2177,46,7,2,1,2,2,3,0
2178,48,8,1,0,4,2,NA,1
2179,68,7,2,1,4,1,5,0
2180,61,4,2,1,4,2,5,0
2181,64,6,1,1,5,0,5,0
2182,22,6,2,1,1,1,2,0
2183,68,9,2,0,1,1,2,0
2184,74,7,1,1,5,1,5,0
2185,56,5,2,0,1,2,1,0
2186,66,2,2,0,1,2,3,0
2187,64,6,3,0,5,1,5,0
2188,46,1,2,1,4,0,2,0
2189,28,7,2,1,3,2,4,0
2190,81,2,2,1,2,1,3,0
2191,52,8,2,1,2,0,2,0
2192,61,4,2,1,2,0,NA,1
2193,31,8,3,0,2,2,NA,1
2194,44,3,2,0,5,0,5,0
2195,25,6,2,1,4,2,4,0
2196,49,1,2,0,3,0,NA,1
2197,40,5,2,0,5,0,5,0
2198,60,6,2,0,4,2,4,0
2199,70,5,2,1,1,1,2,0
2200,20,6,2,1,5,1,5,0
2201,68,7,2,0,2,2,3,0
2202,41,7,2,1,2,0,2,0
2203,67,9,3,1,5,0,5,0
2204,80,9,2,0,1,0,1,0
2205,78,8,2,1,3,0,NA,1
2206,28,1,2,0,3,2,3,0
2207,67,7,3,0,2,2,3,0
2208,36,7,2,0,1,1,3,0
2209,63,8,1,1,4,1,5,0
2210,57,9,2,1,3,2,3,0
2211,40,7,2,1,2,2,3,0
2212,35,9,3,0,3,1,4,0
2213,76,5,3,1,3,0,3,0
2214,78,5,2,0,2,2,4,0
2215,77,4,3,1,5,2,5,0
2216,20,6,1,0,2,0,2,0
2217,78,4,3,0,2,0,2,0
2218,66,8,2,0,4,1,4,0
2219,65,7,2,1,4,0,4,0
2220,29,1,2,0,3,1,3,0
2221,66,7,2,1,1,2,4,0
2222,26,8,2,0,4,0,4,0
2223,16,2,3,0,2,2,NA,1
2224,21,5,3,1,5,0,5,0
2225,72,1,2,0,3,1,4,0
2226,83,6,2,1,5,0,5,0
2227,42,2,3,0,4,1,4,0
2228,62,7,1,1,4,1,4,0
2229,30,6,2,0,5,0,5,0
2230,36,8,3,0,1,0,NA,1
2231,60,7,2,1,3,0,2,0
2232,40,7,1,1,1,2,1,0
2233,24,8,2,1,2,1,2,0
2234,78,3,2,0,2,2,2,0
2235,70,2,2,0,3,2,NA,1
2236,54,1,3,0,2,1,3,0
2237,25,3,3,1,2,2,NA,1
2238,16,6,3,1,4,1,5,0
2239,63,7,3,1,1,1,2,0
2240,16,9,2,1,1,0,1,0
2241,76,4,2,0,3,1,3,0
2242,27,7,3,0,3,1,3,0
2243,52,8,2,1,2,0,5,0
